# function runs per sample: 100

0   	2969
10  	3072
20  	3174
30  	3379
40  	2867
50  	2867
60  	2867
70  	2867
80  	3072
90  	3174
100 	3276
110 	2867
120 	2867
130 	2867
140 	2969
150 	3174
160 	3276
170 	3276
180 	2867
190 	2867
200 	2867
210 	2969
220 	3072
230 	3276
240 	3276
250 	2867
260 	2867
270 	2867
280 	2969
290 	3072
300 	3276
310 	3276
320 	2867
330 	2867
340 	2867
350 	2969
360 	3072
370 	3276
380 	3174
390 	2867
400 	2867
410 	2867
420 	2969
430 	3174
440 	3276
450 	3174
460 	2867
470 	2867
480 	2867
490 	2969
500 	3174
510 	3276
520 	3174
530 	2867
540 	2867
550 	2867
560 	2969
570 	3174
580 	3276
590 	3276
600 	2867
610 	2867
620 	2867
630 	2969
640 	3174
650 	3276
660 	3174
670 	2867
680 	2867
690 	2867
700 	2969
710 	3174
720 	3276
730 	3072
740 	2867
750 	2867
760 	2867
770 	3072
780 	3174
790 	3379
800 	3072
810 	2867
820 	2867
830 	2867
840 	2969
850 	3174
860 	3379
870 	3072
880 	2867
890 	2867
900 	2867
910 	2969
920 	3174
930 	3379
940 	3174
950 	2867
960 	2867
970 	2867
980 	3072
990 	3174
1000	3276
1010	3072
1020	2867
1030	2867
1040	2867
1050	3072
1060	3072
1070	3379
1080	3072
1090	2867
1100	2867
1110	2867
1120	3072
1130	3174
1140	3276
1150	3174
1160	2867
1170	3174
1180	2867
1190	3072
1200	3174
1210	3276
1220	3174
1230	2867
1240	2867
1250	2867
1260	2969
1270	3174
1280	3481
1290	3174
1300	2867
1310	2867
1320	2867
1330	2969
1340	3174
1350	3379
1360	3174
1370	2867
1380	2867
1390	2867
1400	2969
1410	3072
1420	3276
1430	3174
1440	2867
1450	2867
1460	2867
1470	2969
1480	3174
1490	3276
1500	3276
1510	2867
1520	2867
1530	2867
1540	2969
1550	3174
1560	3276
1570	3276
1580	2867
1590	2867
1600	2867
1610	2969
1620	3072
1630	3379
1640	3276
1650	2867
1660	2867
1670	2867
1680	2867
1690	3174
1700	3276
1710	3379
1720	2867
1730	2867
1740	2867
1750	2969
1760	3174
1770	3276
1780	3379
1790	2867
1800	2867
1810	2867
1820	2969
1830	3072
1840	3276
1850	3379
1860	2764
1870	2867
1880	2867
1890	2969
1900	3174
1910	3276
1920	3379
1930	2867
1940	2867
1950	2867
1960	2969
1970	3072
1980	3276
1990	3379
2000	2867
