# function runs per sample: 100

0   	2764
10  	2764
20  	2662
30  	2764
40  	2662
50  	2764
60  	2662
70  	2764
80  	2662
90  	2764
100 	2662
110 	2764
120 	2662
130 	2764
140 	2764
150 	2662
160 	2764
170 	2764
180 	2662
190 	2764
200 	2662
210 	2764
220 	2764
230 	2662
240 	2764
250 	2662
260 	2662
270 	2867
280 	2662
290 	2764
300 	2662
310 	2969
320 	2662
330 	2662
340 	2662
350 	2662
360 	2764
370 	2662
380 	2764
390 	2662
400 	2764
410 	2662
420 	2764
430 	2662
440 	2764
450 	2662
460 	2764
470 	2662
480 	2764
490 	2662
500 	2662
510 	2764
520 	2764
530 	2662
540 	2764
550 	2662
560 	2764
570 	2662
580 	2764
590 	2662
600 	2764
610 	2662
620 	2764
630 	2662
640 	2764
650 	2662
660 	2662
670 	2764
680 	2662
690 	2764
700 	2662
710 	2764
720 	2764
730 	2662
740 	2764
750 	2662
760 	2764
770 	2662
780 	2764
790 	2662
800 	2764
810 	2662
820 	2764
830 	2662
840 	2764
850 	2662
860 	2764
870 	2662
880 	2662
890 	2764
900 	2662
910 	2764
920 	2764
930 	2662
940 	2764
950 	2662
960 	2764
970 	2662
980 	2764
990 	2764
1000	2662
1010	2764
1020	2662
1030	2764
1040	2662
1050	2764
1060	2662
1070	2764
1080	2662
1090	2764
1100	2662
1110	2764
1120	2662
1130	2764
1140	2662
1150	2764
1160	2662
1170	2764
1180	2662
1190	2764
1200	2662
1210	2764
1220	2662
1230	2764
1240	2662
1250	2764
1260	2662
1270	2764
1280	2662
1290	2764
1300	2764
1310	2662
1320	2764
1330	2662
1340	2764
1350	2662
1360	2764
1370	2662
1380	2764
1390	2662
1400	2662
1410	2764
1420	2662
1430	2764
1440	2662
1450	2764
1460	2662
1470	2764
1480	2662
1490	2764
1500	2662
1510	2764
1520	2662
1530	2764
1540	2662
1550	2764
1560	2662
1570	2764
1580	2662
1590	2764
1600	2662
1610	2764
1620	2662
1630	2662
1640	2764
1650	2662
1660	2764
1670	2764
1680	2662
1690	2764
1700	2662
1710	2764
1720	2662
1730	2764
1740	2662
1750	2764
1760	2662
1770	2764
1780	2662
1790	2764
1800	2662
1810	2764
1820	2662
1830	2662
1840	2764
1850	2662
1860	2764
1870	2662
1880	2764
1890	2764
1900	2662
1910	2764
1920	2662
1930	2764
1940	2662
1950	2764
1960	2662
1970	2764
1980	2662
1990	2764
2000	2764
